show_id,type_x,title,director,country,date_added,release_year,rating,duration,listed_in,index,id,type_y,description,age_certification,runtime,imdb_id,imdb_score,imdb_votes
s279,Movie,Lokillo: Nothing's the Same,Julián Gaviria,Colombia,8/12/2021,2021,TV-MA,64 min,Stand-Up Comedy,5251,tm1082795,MOVIE,"Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail.",,64,tt14494898,4.6,51.0
s284,Movie,Misha and the Wolves,Sam Hobkinson,Belgium,8/11/2021,2021,PG-13,90 min,"Documentaries, International Movies",4742,tm983668,MOVIE,"A womanâ€™s Holocaust memoir takes the world by storm, but a fallout with her publisher-turned-detective reveals her story as an audacious deception created to hide a darker truth.",PG-13,90,tt13648220,6.7,2303.0
s285,Movie,The Kissing Booth 3,Vince Marcello,United Kingdom,8/11/2021,2021,TV-14,114 min,"Comedies, Romantic Movies",4825,tm921206,MOVIE,"Itâ€™s the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed and has to decide if she should stay or not.",PG-13,112,tt12783454,4.7,15536.0
s286,Movie,The Railway Man,Jonathan Teplitzky,Switzerland,8/11/2021,2013,R,108 min,"Dramas, International Movies",929,tm181081,MOVIE,"A victim from World War II's ""Death Railway"" sets out to find those responsible for his torture. A true story.",R,116,tt2058107,7.1,39743.0
s3910,Movie,Super Monsters Furever Friends,Not Given,Pakistan,4/16/2019,2019,TV-Y,59 min,Children & Family Movies,4217,tm468824,MOVIE,"On the first night of spring, the Super Monsters gather for food, fun and games in the park -- and get to meet their adorable new pets!",,58,tt10087988,5.7,71.0
s3988,Movie,Antoine Griezmann: The Making of a Legend,Not Given,Pakistan,3/21/2019,2019,TV-PG,60 min,"Documentaries, International Movies, Sports Movies",4138,tm464212,MOVIE,"With heart and determination, Antoine Griezmann overcame his small stature to become one of the world's top soccer players and a World Cup champion.",,60,tt9817308,6.5,1128.0
s4016,TV Show,The Disappearance of Madeleine McCann,Not Given,Pakistan,3/15/2019,2019,TV-14,1 Season,"Crime TV Shows, Docuseries",3343,ts89119,SHOW,"The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann, who vanished while on holiday with her family.",TV-14,59,tt9879074,6.6,10286.0
s4057,TV Show,Losers,Not Given,Pakistan,3/1/2019,2019,TV-MA,1 Season,Docuseries,3596,ts88744,SHOW,"In a ""winning is everything"" society, how do we handle failure? This series profiles athletes who have turned the agony of defeat into human triumph.",TV-MA,8,tt9817218,7.6,1741.0
s4106,TV Show,Larry Charles' Dangerous World of Comedy,Not Given,Pakistan,2/15/2019,2019,TV-MA,1 Season,"Docuseries, TV Comedies",4161,ts88146,SHOW,"Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual, unexpected and dangerous places.",TV-MA,0,tt9654082,7.3,570.0
s4110,TV Show,The 43,Not Given,Pakistan,2/15/2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",3795,ts101042,SHOW,This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.,TV-MA,56,tt9789272,7.1,140.0
s4150,TV Show,Paprika,Not Given,Pakistan,1/31/2019,2018,TV-Y,1 Season,Kids' TV,2455,ts85953,SHOW,Stan and Olivia - the amazingly different Paprika twins - use their boundless enthusiasm to turn everyday life into an extraordinary adventure.,TV-Y,13,tt12740488,7.5,26.0
s291,Movie,Untold: Malice at the Palace,Floyd Russ,United States,8/10/2021,2021,TV-MA,70 min,"Documentaries, Sports Movies",4748,tm1082314,MOVIE,"Key figures from an infamous November 19th 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy.",R,69,tt15085802,7.5,7532.0
s293,Movie,Quartet,Dustin Hoffman,United Kingdom,8/8/2021,2012,PG-13,98 min,"Comedies, Dramas, Independent Movies",733,tm69386,MOVIE,"The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.",PG-13,98,tt1441951,6.8,20194.0
s294,Movie,Slay,Adze Ugah,South Africa,8/8/2021,2021,TV-MA,86 min,"Comedies, International Movies, Romantic Movies",5247,tm1038025,MOVIE,"In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.",,93,tt14033300,3.3,101.0
s298,TV Show,Navarasa,"Bejoy Nambiar, Priyadarshan, Karthik Narain, Vasanth Sai, Karthik Subbaraj, Arvind Swamy, Rathindran R Prasad, Sarjun, Gautham Vasudev Menon",India,8/6/2021,2021,TV-MA,1 Season,TV Shows,5239,ts283284,SHOW,"From amusement to awe, the nine human emotions of Indian aesthetic theory are explored in this anthology series.",TV-MA,34,tt13357946,5.9,3470.0
s301,Movie,Vivo,"Kirk DeMicco, Brandon Jeffords",Canada,8/6/2021,2021,PG,100 min,"Children & Family Movies, Music & Musicals",4595,tm314863,MOVIE,A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,PG,95,tt6338498,6.7,17650.0
s302,Movie,Chennai Express,Rohit Shetty,India,8/5/2021,2013,TV-14,135 min,"Action & Adventure, Comedies, International Movies",984,tm176481,MOVIE,"Rahul embarks on a journey to a small town in Tamil Nadu to fulfill the last wish of his grandfather: to have his ashes immersed in the Holy water of Rameshwaram. En route, he meets a woman hailing from a unique family down South. As they find love through this journey in the exuberant lands of South India, an unanticipated drive awaits them.",PG-13,141,tt2112124,6.1,53293.0
s303,Movie,City of God: 10 Years Later,"Cavi Borges, Luciano Vidigal",Brazil,8/5/2021,2013,TV-MA,69 min,"Documentaries, International Movies",1021,tm147518,MOVIE,City of God â€“ 10 Years Later investigates what happened to the actors who took part in the award-winning film directed by Fernando Meirelles and Katia Lund. This documentary shows what City of Godâ€™s worldwide success meant to their lives. Were the actors prepared for the filmâ€™s success? Did the social background of some of them prove stronger than the opportunity that came their way?,PG,69,tt4103686,6.4,1299.0
s305,Movie,Lady Boss: The Jackie Collins Story,Laura Fairrie,United Kingdom,8/5/2021,2021,TV-14,97 min,Documentaries,4989,tm1038857,MOVIE,"In 1968, Jackie Collins published her first novel The World Is Full of Married Men to remarkable success and immediate scandal. Over the next decades, Collins would go on to build an empire writing books where female agency came first. Jackie Collinsâ€™ women were unapologetic about their needs and their sexual desire, and to her devoted readers, Collins became a symbol of the effortless power that defined her heroines.",,96,tt13244024,6.8,383.0
s4185,TV Show,Trigger Warning with Killer Mike,Not Given,Pakistan,1/18/2019,2019,TV-MA,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows",3968,ts87489,SHOW,"In this funny and provocative series, rapper and activists Killer Mike puts his revolutionary ideas about achieving social change into action.",TV-MA,26,tt9426194,6.9,1249.0
s4372,TV Show,Kulipari: Dream Walker,Not Given,Pakistan,11/20/2018,2018,TV-Y7,1 Season,Kids' TV,2868,ts85250,SHOW,"Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker -- leaving the village under the protection of the Kulipari youth.",TV-Y7,19,tt9203064,7.7,91.0
s307,Movie,'76,Izu Ojukwu,Nigeria,8/4/2021,2016,TV-PG,118 min,"Dramas, International Movies",1697,tm252609,MOVIE,"Nollywood superstars Ramsey Nouah, Rita Dominic, and Chidi Mokeme headline this gripping drama set against the backdrop of the attempted 1976 military coup against the government of General Murtala Mohammed.",PG-13,118,tt2385126,5.6,220.0
s308,Movie,Aftermath,Peter Winther,United States,8/4/2021,2021,TV-MA,115 min,Horror Movies,4571,tm1075215,MOVIE,"Desperate to save their marriage, a young couple takes a deal to move into their dream home, but disturbing events reveal the house's troubled history.",,114,tt10691162,5.3,15125.0
s311,TV Show,Cocaine Cowboys: The Kings of Miami,Billy Corben,United States,8/4/2021,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",4717,ts299874,SHOW,Two childhood friends go from high school dropouts to the most powerful drug kingpins in Miami in this true story of a crime sage that spanned decades.,TV-MA,53,tt15049206,7.1,2624.0
s315,Movie,Heavy,James Mangold,United States,8/3/2021,1995,R,104 min,"Dramas, Independent Movies, Romantic Movies",169,tm10811,MOVIE,"Victor is a cook who works in a greasy bar/restaurant owned by his mother, Dolly. It's just the two of them, a waitress named Delores, and a heavy drinking regular, Leo. But things change when Callie, a beautiful college drop-out, shows up as a new waitress and steals Victor's heart. But Victor is too shy to do anything about it, and too self-consciously overweight to dream of winning Callie away.",R,105,tt0113280,6.8,4921.0
s317,TV Show,Office Girls,Hsu Fu-chun,Taiwan,8/3/2021,2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",829,ts32561,SHOW,"Office Girls, is a 2011 Taiwanese drama starring Roy Chiu, Alice Ko, James Wen, Tia/Keiko, and Patrick Lee. It started filming in July 2011.

It was first broadcast in Taiwan on free-to-air Taiwan Television every Sunday at 22:00 from 21 August 2011, and cable TV SET Metro every Saturday at 22:00 from 28 August 2011.",TV-14,46,tt4381290,6.9,140.0
s318,Movie,Pray Away,Kristine Stolakis,United States,8/3/2021,2021,PG-13,102 min,"Documentaries, LGBTQ Movies",4769,tm888243,MOVIE,"In the 1970s, five men struggling with being gay in their Evangelical church started a bible study to help each other leave the ""homosexual lifestyle."" They quickly received over 25,000 letters from people asking for help and formalized as Exodus International, the largest and most controversial conversion therapy organization in the world. But leaders struggled with a secret: their own â€œsame-sex attractionsâ€ never went away. After years as Christian superstars in the religious right, many of these men and women have come out as LGBTQ, disavowing the very movement they helped start. Focusing on the dramatic journeys of former conversion therapy leaders, current members, and a survivor, PRAY AWAY chronicles the â€œex gay"" movementâ€™s rise to power, persistent influence, and the profound harm it causes.",PG-13,101,tt11224358,6.5,2714.0
s4522,TV Show,Salt Fat Acid Heat,Not Given,Pakistan,10/11/2018,2018,TV-PG,1 Season,Docuseries,1931,ts84574,SHOW,"Chef and food writer Samin Nosrat travels the world to explore four basic keys to wonderful cooking, serving up feasts and helpful tips along the way.",,40,tt8772088,7.7,2419.0
s4530,TV Show,Dancing Queen,Not Given,Pakistan,10/5/2018,2018,TV-14,1 Season,Reality TV,2550,ts84484,SHOW,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day -- and the drag world by night.,,41,tt8882486,6.9,1590.0
s4628,TV Show,Battlefish,Not Given,Pakistan,9/21/2018,2018,TV-MA,1 Season,"Reality TV, Science & Nature TV, TV Action & Adventure",2846,ts84038,SHOW,"Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.",,45,tt8893566,7.0,426.0
s5394,TV Show,Breakout,Not Given,Pakistan,7/1/2017,2010,TV-14,1 Season,"International TV Shows, TV Dramas",638,ts8614,SHOW,"After losing her family in a suspicious car crash, a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy.",TV-14,44,tt7131684,6.7,7.0
s5110,TV Show,Part-Time Idol,Not Given,Pakistan,12/25/2017,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",2732,ts77219,SHOW,"This drama takes place in fictional entertainment company where a producer who has produced many famous idols suddenly has an existential crisis and disappears. Years later he appears and starts to put together a co-ed idol group, which is when the story begins.",TV-14,40,tt8835780,6.7,108.0
s331,Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller",United States,8/1/2021,2009,PG,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",299,tm150260,MOVIE,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",PG,90,tt0844471,6.9,226225.0
s335,Movie,Five Feet Apart,Justin Baldoni,United States,8/1/2021,2019,PG-13,116 min,"Dramas, Romantic Movies",3133,tm417416,MOVIE,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control â€” all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",PG-13,116,tt6472976,7.2,61878.0
s338,Movie,Good Luck Chuck,Mark Helfrich,United States,8/1/2021,2007,R,99 min,"Comedies, Romantic Movies",384,tm86189,MOVIE,"Cursed since childhood, dentist Charlie Logan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",,101,tt0452625,5.6,89755.0
s341,Movie,Inception,Christopher Nolan,United States,8/1/2021,2010,PG-13,148 min,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",246,tm92641,MOVIE,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",PG-13,148,tt1375666,8.8,2268288.0
s344,Movie,My Girl,Howard Zieff,United States,8/1/2021,1991,PG-13,102 min,Dramas,141,tm6859,MOVIE,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",PG,103,tt0102492,6.9,79800.0
s349,Movie,Poms,Zara Hayes,United Kingdom,8/1/2021,2019,PG-13,91 min,Comedies,3391,tm452826,MOVIE,A woman moves into a retirement community and starts a cheerleading squad with her fellow residents.,PG-13,91,tt5125894,6.0,6085.0
s353,Movie,The Edge of Seventeen,Kelly Fremon Craig,United States,8/1/2021,2016,R,105 min,"Comedies, Dramas",1197,tm233377,MOVIE,"Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.",R,104,tt1878870,7.3,120488.0
s354,Movie,The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,United States,8/1/2021,2013,R,101 min,Horror Movies,958,tm180599,MOVIE,"A young family moves into a historic home in Georgia, only to learn they are not the house's only inhabitants. Soon they find themselves in the presence of a secret rising from underground and threatening to bring down anyone in its path.",R,101,tt1457765,5.2,17170.0
s359,Movie,The Net,Irwin Winkler,United States,8/1/2021,1995,PG-13,114 min,Thrillers,151,tm12499,MOVIE,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down and make her the target of an assassination.",PG-13,114,tt0113957,5.9,66127.0
s366,Movie,Eyes of a Thief,Najwa Najjar,France,7/30/2021,2014,TV-14,103 min,"Dramas, Independent Movies, International Movies",1083,tm157681,MOVIE,A father with a dangerous secret searching for his daughter.,,98,tt2993406,6.6,443.0
s372,Movie,Pomegranates and Myrrh,Najwa Najjar,France,7/30/2021,2009,TV-14,95 min,"Dramas, Independent Movies, International Movies",552,tm155774,MOVIE,"A free spirited woman dancer, Kamar, finds herself the lonely wife of a prisoner, Zaid, and away from everything she loves until she returns to the dance, defying societys taboos. At the dance Kamar is confronted with Kais, a Palestinian returnee. Sparks fly between Kamar and Kais, creating more than a passionate, emotional dance for the both of them. Matters become even more complicated when Zaid's sentence is extended. Kamar's life is thrown into turmoil as she becomes increasingly attached to Kais, and caught in the midst of her desire to dance and breaking the family and society taboos of the prisoner's wife's role while life under occupation rages on.",,95,tt1320282,6.3,249.0
s5357,TV Show,Love Storm,Not Given,Pakistan,8/1/2017,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1714,ts83449,SHOW,Three grown siblings must rethink their idea of family when they learn their parents are getting divorced and have their eyes on new partners.,TV-14,87,tt6093070,5.5,325.0
s375,Movie,Flower Girl,Michelle Bello,Nigeria,7/29/2021,2013,TV-PG,94 min,"Comedies, International Movies, Romantic Movies",1140,tm175577,MOVIE,"Nigerian comedy about a young woman who wants to get married, but her boyfriend is only interested in furthering his career, so she seeks help to get him to tie the knot.",,94,tt2662230,6.0,108.0
s5361,TV Show,Surviving Escobar - Alias JJ,Not Given,Pakistan,8/1/2017,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2178,ts56033,SHOW,"As the MedellÃ­n Cartel crumbles, Pablo Escobar's No. 1 hit man struggles to stay alive and gain respect in the prison hierarchy.",TV-MA,42,tt6809396,7.7,985.0
s378,Movie,Bartkowiak,Daniel Markowicz,Poland,7/28/2021,2021,TV-MA,92 min,"Action & Adventure, International Movies",5160,tm1068632,MOVIE,"After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub â€” and soon learns his sibling's death wasnâ€™t an accident.",,91,tt14315566,5.1,1165.0
s379,Movie,Fantastic Fungi,Louie Schwartzberg,United States,7/28/2021,2019,TV-14,81 min,Documentaries,3071,tm502532,MOVIE,"Fantastic Fungi is a descriptive time-lapse journey about the magical, mysterious and medicinal world of fungi and their power to heal, sustain and contribute to the regeneration of life on Earth that began 3.5 billion years ago.",,81,tt8258074,7.4,7890.0
s5800,TV Show,Chef's Table: France,Not Given,Pakistan,9/2/2016,2016,TV-14,1 Season,Docuseries,1366,ts54156,SHOW,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,TV-14,60,tt6088326,8.199999999999998,1723.0
s364,Movie,The Vault,Jaume Balagueró,Not Given,7/31/2021,2021,R,118 min,"Action & Adventure, International Movies, Thrillers",4563,tm1046264,MOVIE,"When an engineer (Freddie Highmore) learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.",R,118,tt9742794,6.4,21511.0
s368,Movie,I'm Glad I Did,Selçuk Metin,Not Given,7/30/2021,2020,TV-14,114 min,"Documentaries, International Movies",4366,tm944307,MOVIE,"Metin AkpÄ±nar has not been on the theater stage since 1992. In addition to TV series and movies, new generations were able to meet him with DevekuÅŸu Kabare's six plays that could be recorded. As if it was written today, those who watched had a taste of his unique acting in current plays. It was an acting that accompanied his talent and his intellectual background. ""I'm Glad I Did"", when transferring through the years Metin Akpinar he brought his own narrative, on the other hand, offers a different approach to Turkey's recent history, leaving an archive for the future by refreshing memory.",,123,tt15139398,8.4,1387.0
s374,Movie,The Last Mercenary,David Charhon,Not Given,7/30/2021,2021,TV-MA,112 min,"Action & Adventure, Comedies, International Movies",4891,tm1038355,MOVIE,A legendary secret service agent comes out of hiding and returns to France to help the son he's never met get out of trouble.,,110,tt12808182,5.3,8276.0
s376,Movie,Resort to Love,Steven Tsuchida,Not Given,7/29/2021,2021,TV-14,102 min,"Comedies, Romantic Movies",5113,tm1037704,MOVIE,Aspiring pop star Erica ends up as the entertainment at her ex-fiancÃ©â€™s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,PG,101,tt12929990,5.7,5586.0
s373,Movie,Rurouni Kenshin: The Beginning,Keishi Otomo,Not Given,7/30/2021,2021,TV-MA,138 min,"Action & Adventure, International Movies",4652,tm855075,MOVIE,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.",R,138,tt11991748,7.4,7958.0
s396,Movie,Bankrolled,Marcos Bucay,Mexico,7/23/2021,2021,TV-MA,97 min,"Comedies, International Movies",5147,tm1068777,MOVIE,"While blind drunk, two unemployed millennials entrepreneurs drunkenly post a video pitch about their revolutionary app to a crowdfunding site. When the app catches fire and they accidentally raise millions of dollars they actually have to create the app.",,97,tt14961160,4.0,306.0
s384,Movie,Department,Ram Gopal Varma,India,7/27/2021,2012,TV-MA,143 min,"Action & Adventure, International Movies",823,tm34142,MOVIE,A police inspector recruits a suspended cop for a specialized task force to battle organized crime.,R,141,tt2186731,3.2,1049.0
s399,Movie,Kingdom: Ashin of the North,Kim Seong-hun,South Korea,7/23/2021,2021,TV-MA,94 min,"Horror Movies, International Movies, Thrillers",4592,tm1005109,MOVIE,"Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom.""",,92,tt13412252,7.2,4890.0
s390,Movie,The Operative,Yuval Adler,France,7/27/2021,2019,TV-MA,117 min,"Dramas, International Movies, Thrillers",3534,tm452851,MOVIE,A young Western woman is recruited by the Mossad to go undercover in Tehran where she becomes entangled in a complex triangle with her handler and her subject.,,116,tt8000718,5.7,6099.0
s393,Movie,Django Unchained,Quentin Tarantino,United States,7/24/2021,2012,R,165 min,"Action & Adventure, Dramas",662,tm41792,MOVIE,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",R,165,tt1853728,8.4,1472668.0
s385,Movie,Hostage House,David Benullo,Not Given,7/27/2021,2021,TV-14,86 min,Thrillers,5206,tm1080114,MOVIE,A realtor and her daughter are taken hostage by armed robbers.,,90,tt13033790,3.9,826.0
s395,Movie,African America,Muzi Mthembu,Not Given,7/23/2021,2021,TV-MA,97 min,"Dramas, Independent Movies, International Movies",5231,tm1015884,MOVIE,"Upon discovering her acceptance into Julliard, Nompumelelo, a cynical South African, embezzles funds from her workplace and abandons her fiancÃ© to live out her Broadway dream in New York City only to discover that 2017 U.S.A. is not as welcoming as she had dreamed. There she learns about true love, true happiness, and true citizenship.",,96,tt13920016,5.2,63.0
s397,Movie,Blood Red Sky,Peter Thorwarth,Not Given,7/23/2021,2021,TV-MA,123 min,"Action & Adventure, Horror Movies, International Movies",4582,tm1027081,MOVIE,A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,,121,tt11607896,6.1,44006.0
s403,Movie,The Last Letter From Your Lover,Augustine Frizzell,United Kingdom,7/23/2021,2021,TV-MA,111 min,"Dramas, Romantic Movies",4620,tm981945,MOVIE,A young journalist in London becomes obsessed with a series of letters she discovers that recounts an intense star-crossed love affair from the 1960s.,,110,tt1893273,6.6,16302.0
s418,Movie,Chhota Bheem in African Safari,Binayak Das,Not Given,7/22/2021,2015,TV-Y7,62 min,Children & Family Movies,1699,tm528287,MOVIE,"The kids visit Africa to see how the tribals live in harmony with nature. But when they reach, they see that the place has been taken over by the chieftain Hatari. Persistent drought is just one effect of his magical powers. Bheem realizes that they must first address the evil magic.",,62,tt6418390,6.5,12.0
s427,Movie,Cousins,"Ainsley Gardiner, Briar Grace-Smith",New Zealand,7/22/2021,2021,TV-MA,99 min,Dramas,5016,tm993435,MOVIE,"Separated as children, three cousins with an unshakable bond confront their painful pasts and embark on an emotional journey to find each other.",R,98,tt10483044,6.9,474.0
s430,Movie,Sanitation Day,Seyi Babatope,Nigeria,7/21/2021,2020,TV-14,105 min,"Dramas, International Movies, Thrillers",4293,tm1005937,MOVIE,Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.,,104,tt13445916,3.3,17.0
s437,Movie,The Tambour of Retribution,Abdulaziz Alshlahei,Saudi Arabia,7/19/2021,2021,TV-14,91 min,"Dramas, International Movies, Romantic Movies",5265,tm993616,MOVIE,The son of the swordsman falls in love with the daughter of Tagaga in a social paradox based on selling joy (wedding) and buying death,,92,tt13657102,6.9,966.0
s438,Movie,Cosmic Sin,Edward Drake,United States,7/17/2021,2021,R,88 min,Action & Adventure,4588,tm993670,MOVIE,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",R,88,tt11762434,2.5,12284.0
s433,Movie,Trollhunters: Rise of the Titans,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco",Not Given,7/21/2021,2021,TV-Y7,106 min,Children & Family Movies,4813,tm963182,MOVIE,The heroes from the Trollhunters series team-up on an epic adventure to fight the Arcane Order for control over the magic that binds them all.,,104,tt12851396,6.7,4614.0
s440,Movie,Deep,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela",Thailand,7/16/2021,2021,TV-MA,101 min,"Dramas, International Movies, Thrillers",4879,tm1064532,MOVIE,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control and must find a way out before itâ€™s too late.,,101,tt14880258,4.8,1380.0
s445,TV Show,Naomi Osaka,Garrett Bradley,Not Given,7/16/2021,2021,TV-14,1 Season,Docuseries,4906,ts288065,SHOW,What does it feel like to be one of the best tennis players in the world? An intimate look inside the life of one of the most gifted and complex athletes of her generation offers insight into the tough decisions and ecstatic triumphs that shape Naomi Osaka as both an elite global superstar and a young woman navigating a pressure-filled world.,TV-14,37,tt11898920,6.2,1287.0
s446,Movie,The Beguiled,Sofia Coppola,United States,7/16/2021,2017,R,94 min,"Dramas, Independent Movies, Thrillers",1789,tm244191,MOVIE,"During the Civil War, at a Southern girlsâ€™ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",R,93,tt5592248,6.8,21.0
s447,Movie,The Book of Henry,Colin Trevorrow,United States,7/16/2021,2017,PG-13,105 min,Dramas,1860,tm244233,MOVIE,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",PG-13,105,tt4572792,6.5,27052.0
s453,Movie,A Perfect Fit,Hadrah Daeng Ratu,Indonesia,7/15/2021,2021,TV-PG,113 min,"Comedies, Dramas, International Movies",5212,tm1018592,MOVIE,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancÃ©.",,112,tt13606090,5.3,557.0
s466,TV Show,Heist,Not Given,Pakistan,7/14/2021,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",4639,ts299865,SHOW,Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,TV-MA,43,tt14865290,6.8,1698.0
s463,Movie,This Changes Everything,Tom Donahue,United States,7/15/2021,2019,TV-MA,96 min,Documentaries,3386,tm444247,MOVIE,"An investigative look and analysis of gender disparity in Hollywood, featuring accounts from well-known actors, executives and artists in the Industry.",PG,97,tt5795282,7.6,1507.0
s475,Movie,American Ultra,Nima Nourizadeh,United States,7/10/2021,2015,R,96 min,"Action & Adventure, Comedies",1260,tm208622,MOVIE,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",R,96,tt3316948,6.1,89912.0
s459,Movie,My Amanda,Alessandra de Rossi,Not Given,7/15/2021,2021,TV-14,90 min,"Dramas, International Movies, Romantic Movies",5234,tm959213,MOVIE,"Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.",,89,tt13136084,5.6,301.0
s465,Movie,Gunpowder Milkshake,Navot Papushado,Not Given,7/14/2021,2021,R,115 min,"Action & Adventure, Comedies",4507,tm501313,MOVIE,Three generations of women fight back against those who could take everything from them.,R,114,tt8368408,6.0,40888.0
