show_id,type_x,title,director,country,date_added,release_year,rating,duration,listed_in,index,id,type_y,description,age_certification,runtime,imdb_id,imdb_score,imdb_votes
s4076,Movie,My Ex & Whys,Cathy Garcia-Molina,Philippines,2/27/2019,2017,TV-14,121 min,"Comedies, Dramas, International Movies",2879,tm307698,MOVIE,"Cali a blogger who owns the upcoming blog ""The Bakit List,"" and her ex Gio who will return to her life unexpectedly and surprisingly.",,120,tt6544850,6.2,572.0
s4077,Movie,She's Dating the Gangster,Cathy Garcia-Molina,Philippines,2/27/2019,2014,TV-14,113 min,"Dramas, International Movies, Romantic Movies",1123,tm142852,MOVIE,"Sheâ€™s Dating the Gangster tells the heart-wrenching tale of 17-year-old Athena Dizon and campus bad boy Kenji de los Reyes, two teenagers who begin a pretend relationship that ultimately transforms into something deeper.",,105,tt3772640,7.0,1079.0
s4078,Movie,The Breakup Playlist,Dan Villegas,Philippines,2/27/2019,2015,TV-MA,118 min,"Dramas, International Movies, Music & Musicals",1680,tm214589,MOVIE,"A story about an aspiring professional singer and a rock singer who collaborates in a song. As they work on their song, they start to develop feelings for each other.",,117,tt4628812,6.5,303.0
s4079,Movie,The Mistress,Olivia M. Lamasan,Philippines,2/27/2019,2012,TV-MA,132 min,"Dramas, International Movies, Romantic Movies",825,tm38331,MOVIE,"A young woman is torn between the affections of her two lovers. One is a young bachelor who brings passion into her life. The other is a married man who has kept her as his mistress for years. Architect JD has a chip on his shoulder about his father Rico never really accepting him as his son. Seamstress Sari struggles to take care of her family. The two meet by chance, and JD aggressively pursues Saris affections. Though the two are clearly a good match, there is a problem standing in the way of their bliss: Sari is the mistress of JDs father. Against his better judgment, JD continues to court Sari even after finding out this difficult fact. He hides his true identity as Ricos son, and fights to win Saris heart.",PG-13,125,tt2389344,6.3,359.0
s4086,Movie,Firebrand,Aruna Raje,India,2/22/2019,2019,TV-MA,117 min,"Dramas, International Movies",4058,tm459329,MOVIE,"While she advocates for her female clients in divorce cases, a lawyer's trauma from sexual violence impacts her own marriage.",,116,tt8852536,5.1,278.0
s4087,Movie,Paddleton,Alex Lehmann,United States,2/22/2019,2019,TV-MA,89 min,"Comedies, Dramas, Independent Movies",3295,tm455568,MOVIE,An unlikely friendship between two neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,R,89,tt8041276,7.1,13419.0
s4088,Movie,Paris Is Us,Elisabeth Vogler,France,2/22/2019,2019,TV-MA,84 min,"Dramas, Independent Movies, International Movies",3863,tm372035,MOVIE,"Dreams and reality collide as a young woman navigates a tumultuous relationship amid rising social tensions, protests and tragedies in Paris.",,83,tt7920024,4.6,1410.0
s4092,Movie,The Drug King,Woo Min-ho,South Korea,2/21/2019,2018,TV-MA,139 min,"Dramas, International Movies, Thrillers",2468,tm366972,MOVIE,"Busan, South Korea, 1970s. Lee Doo-sam is a small-time smuggler. After helping a drug gang to smuggle meth, he falls into the dark crime world. Quick-witted and full of ambition, he eventually takes over the drug underworld and starts to lead a double life: a good community leader during the day but an infamous drug lord during the night.",,139,tt6914542,6.2,3103.0
s4093,Movie,Kevin James: Sweat the Small Stuff,Paul Miller,United States,2/20/2019,2001,TV-PG,42 min,Stand-Up Comedy,500,tm44634,MOVIE,"Television's ""King of Queens"" reigns again in this Comedy Central special -- the network's first-ever hour-long show devoted entirely to one comic, taped live in July 2001 at New York City's Hudson Theatre. James riffs on life's many ""royal"" pains, including waiting in line with strangers, negotiating with the airport ticket counter clerk, underwear wedgies, boringly slow answering machine messages and more.",,42,tt0305727,7.4,1083.0
s4099,Movie,Ayana,Gangadhar Salimath,India,2/15/2019,2017,TV-MA,112 min,"Dramas, Independent Movies, International Movies",2937,tm480647,MOVIE,An ambitious software entrepreneur puts everything he has in line to perceive his dreams.,,112,tt6891660,7.4,128.0
s4107,Movie,Neevevaro,Hari Nath,India,2/15/2019,2018,TV-14,132 min,"Dramas, International Movies, Romantic Movies",2783,tm430748,MOVIE,"As Kalyan, a blind chef and Vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, Vennela goes missing. Series of unexpected and shocking events follow.",PG,130,tt8571410,6.9,809.0
s4111,Movie,The Breaker Upperers,"Jackie van Beek, Madeleine Sami",New Zealand,2/15/2019,2018,TV-MA,82 min,"Comedies, Independent Movies, International Movies",1988,tm370436,MOVIE,Two women run a business breaking up couples for cash but when one develops a conscience their friendship unravels.,,82,tt6728096,5.9,6008.0
s4116,Movie,"Ken Jeong: You Complete Me, Ho",Jon M. Chu,United States,2/14/2019,2019,TV-MA,62 min,Stand-Up Comedy,4042,tm452996,MOVIE,"In his first-ever stand-up special, Ken Jeong shares hilarious stories from his Hollywood career -- and reveals how ""The Hangover"" saved his life.",,62,tt8466562,5.7,2368.0
s4121,Movie,High Flying Bird,Steven Soderbergh,United States,2/8/2019,2019,TV-MA,91 min,"Dramas, Sports Movies",3361,tm428558,MOVIE,"During an NBA lockout, a sports agent, Ray Burke, presents his rookie client, Erick Scott, with an intriguing and controversial business opportunity.",,90,tt8128188,6.2,8514.0
s4122,Movie,Kevin Hart's Guide to Black History,Tom Stern,United States,2/8/2019,2019,TV-PG,63 min,"Children & Family Movies, Comedies",4116,tm457296,MOVIE,Kevin Hart highlights the fascinating contributions of black history's unsung heroes in this entertaining -- and educational -- comedy special.,PG,63,tt6373518,5.5,1332.0
s4124,Movie,ReMastered: The Two Killings of Sam Cooke,Kelly Duane de la Vega,United States,2/8/2019,2019,TV-MA,74 min,"Documentaries, Music & Musicals",3535,tm457856,MOVIE,"This investigation examines the mysterious shooting of soul icon Sam Cooke, whose death silenced one of the most vital voices in the civil rights movement.",,74,tt9046564,7.2,2231.0
s4125,Movie,The Tree of Blood,Julio Medem,Spain,2/8/2019,2018,TV-MA,136 min,"Dramas, Independent Movies, International Movies",2402,tm370447,MOVIE,"Marc and Rebeca, a young couple, travel to an old country house that used to belong to their family. Once there, they write the shared history of their roots, creating a huge family tree that harbours relationships of love, heartbreak, sex, madness, jealousy and infidelity, and under which also lies a history laden with secrets.",,130,tt6433832,6.4,2934.0
s4129,Movie,"Ray Romano: Right Here, Around the Corner",Michael Showalter,United States,2/5/2019,2019,TV-MA,59 min,Stand-Up Comedy,4029,tm452574,MOVIE,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began.",,58,tt8101766,7.2,1654.0
s4137,Movie,Dear Ex,"Hsu Chih-yen, Mag Hsu",Taiwan,2/1/2019,2018,TV-MA,100 min,"Comedies, Dramas, International Movies",2622,tm414447,MOVIE,"When Sanlian's ex-husband passes away, she discovers he has altered his insurance policy, cutting out their son in favor of a stranger named Jay.",,99,tt8443704,7.3,6143.0
s4147,Movie,Velvet Buzzsaw,Dan Gilroy,United States,2/1/2019,2019,R,113 min,"Dramas, Thrillers",3185,tm332071,MOVIE,"Big money artists and mega-collectors pay a high price when art collides with commerce.Â After a series of paintings by an unknown artist are discovered, a supernatural force enacts revenge on those who have allowed their greed to get in the way of art.",R,112,tt7043012,5.7,59491.0
s4148,Movie,Hantu Kak Limah,Mamat Khalid,Malaysia,1/31/2019,2018,TV-PG,110 min,"Comedies, Horror Movies, International Movies",2860,tm430666,MOVIE,"Kak Limah is discovered dead by villager. Since then, her ghost has been spotted around Kampung Pisang, making the villagers feel restless. Enter Encik Solihin, who tries to help by shooing her ghost away from the village. Husin, Encik Solihin and other villagers trying to overcome this problem. However, the tragedy behind Kak Limah's death has yet to be unveiled.",,111,tt8757960,5.6,677.0
s4155,Movie,High Society,Byun Hyuk,South Korea,1/29/2019,2018,TV-MA,137 min,"Dramas, International Movies",2287,tm430104,MOVIE,"The story of the journey of married couple up the social latter. The husband is professor at Seoul National University who is running for the National Assembly, and his wife is a painter.",,119,tt8865580,5.5,984.0
s4159,Movie,Nathicharami,Mansore,India,1/28/2019,2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies",2936,tm450769,MOVIE,"A widow struggles with the dilemma of her own growing sexual needs, and her desire to remain faithful to the memory of her late husband.",,116,tt9084890,7.2,316.0
s4165,Movie,Goyo: The Boy General,Jerrold Tarog,Philippines,1/26/2019,2018,TV-MA,150 min,"Dramas, International Movies",2763,tm413129,MOVIE,"With this film (the second war trilogy set during the Filipino-American war in the early 1900s), the revolution marches on against the Americans after the bloody death of General Antonio Luna. The conflicted philosophies behind the heroic struggle continue and become personified in the colorful character of General Gregorio ""Goyo"" del Pilar.",,155,tt8443480,6.7,799.0
s4175,TV Show,Innocent,Seren Yüce,Turkey,1/23/2019,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1963,ts53936,SHOW,"In a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets.",TV-14,51,tt6478854,8.4,17727.0
s4178,Movie,IO,Jonathan Helpert,United States,1/18/2019,2019,TV-14,96 min,"Dramas, Sci-Fi & Fantasy",3183,tm285317,MOVIE,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.",PG-13,96,tt3256226,4.7,33724.0
s4182,Movie,Patria,Matías Gueilburt,Mexico,1/18/2019,2019,TV-MA,90 min,"Documentaries, International Movies",3700,tm454861,MOVIE,"Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country.",,89,tt9647980,7.2,102.0
s4189,Movie,Echcharikkai,Sarjun,India,1/15/2019,2018,TV-14,127 min,"International Movies, Thrillers",2935,tm336084,MOVIE,"Two men kidnap the daughter of a rich man, and the latter approaches a retired cop to track the missing woman.",,134,tt7853268,6.3,307.0
s4191,Movie,Pandigai,Feroz,India,1/15/2019,2017,TV-MA,125 min,"Action & Adventure, Dramas, International Movies",2986,tm246330,MOVIE,"A low-level hotel worker gets involved in a street fighting racket on the advice of a compulsive gambler. When the duo realise they have been duped by the gangster controlling the racket, they decided to rob himâ€¦",R,150,tt7087944,6.3,285.0
s4193,Movie,Revenger,Lee Seung-won,South Korea,1/15/2019,2018,TV-MA,102 min,"Action & Adventure, International Movies",2490,tm440678,MOVIE,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.",NC-17,102,tt9426186,5.7,4252.0
s4194,Movie,Sebastian Maniscalco: Stay Hungry,Rik Reinholdtsen,United States,1/15/2019,2019,TV-MA,65 min,Stand-Up Comedy,3516,tm447520,MOVIE,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special.",,65,tt9482786,7.1,1295.0
s4195,Movie,The Doll,Rocky Soraya,Indonesia,1/15/2019,2016,TV-MA,106 min,"Horror Movies, International Movies",1595,tm263743,MOVIE,"Anya and Daniel just moved to their new house in Bandung. Daniel brings home a doll from his workplace. Anya, who is a dollmaker, welcomes the doll happily to their house. They later learned that the doll belonged to a little girl named Uci, who died when she and her family were brutally murdered in a robbery. Strange things begin to happen.....",,106,tt6011480,5.2,738.0
s4196,Movie,The Doll 2,Rocky Soraya,Indonesia,1/15/2019,2017,TV-MA,117 min,"Horror Movies, International Movies",2724,tm327951,MOVIE,A couple who devastated after losing their only child resort into obsessive act that can dangerously threatening their own life.,,116,tt6409782,5.2,534.0
s4198,Movie,Baazaar,Gauravv K Chawla,India,1/13/2019,2018,TV-MA,136 min,"Dramas, International Movies",2578,tm439854,MOVIE,"After moving to Mumbai, an ambitious young man becomes the stock trader for a notorious businessman.",,140,tt6519690,6.5,5270.0
s4204,Movie,ReMastered: Massacre at the Stadium,Bent-Jorgen Perlmutt,United States,1/11/2019,2019,TV-MA,65 min,"Documentaries, Music & Musicals",4120,tm452900,MOVIE,"For years, the murder of Chilean protest singer Victor Jara was blamed on an official in Pinochet's army. Now in exile, he tries to exonerate himself.",,64,tt9587636,7.2,771.0
s4205,Movie,Solo,Hugo Stuven,Spain,1/11/2019,2018,TV-MA,91 min,"Dramas, Independent Movies, International Movies",2267,tm427293,MOVIE,"After falling off a cliff and suffering substantial injures, for 48 long hours a young surfer must face a merciless nature and his own physical and mental agony to try to survive.",,100,tt6699860,5.0,2747.0
s4206,Movie,The Last Laugh,Greg Pritikin,United States,1/11/2019,2019,TV-MA,99 min,"Comedies, Dramas",3797,tm450673,MOVIE,"After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit.",,98,tt7427356,5.6,5692.0
s4210,Movie,Next Enti?,Kunal Kohli,India,1/9/2019,2018,TV-14,117 min,"Comedies, Dramas, International Movies",2964,tm452767,MOVIE,"Tammy â€˜hates boysâ€™ and will only settle for the kind of standards her father sets for her; both with the way he is and the 'knowledge' he imparts her with. Sanju is one of the men she dates, a man-child who refuses to grow up. But when both part ways on such uncertain terms, what brings them together again?",,157,tt6972212,4.6,159.0
s4211,Movie,Komola Rocket,Noor Imran Mithu,Bangladesh,1/7/2019,2018,TV-14,95 min,"Dramas, Independent Movies, International Movies",3003,tm458186,MOVIE,A manifestation of lives of people coming from different classes and beliefs in a steamer as they set out for their journeys. Things start to get out of hand when the steamer gets stuck amidst the passage and deepest secrets and desires start to unfold.,,95,tt8506874,7.4,1017.0
s4213,Movie,And Breathe Normally,Ísold Uggadóttir,Iceland,1/4/2019,2018,TV-14,102 min,"Dramas, Independent Movies, International Movies",2258,tm362074,MOVIE,"At the edge of Icelandâ€™s Reykjanes peninsula, two womenâ€™s lives will intersect â€“ for a brief moment â€“ while trapped in circumstances unforeseen. Between a struggling Icelandic mother and an asylum seeker from Guinea-Bissau, a delicate bond will form as both strategize to get their lives back on track.",,95,tt6776106,6.9,3020.0
s4215,Movie,Lionheart,Genevieve Nnaji,Nigeria,1/4/2019,2018,TV-PG,95 min,"Comedies, Dramas, Independent Movies",2811,tm431081,MOVIE,"In order to save her father's ailing bus company, competent but perennially overlooked Adaeze must find a way to work alongside feckless uncle Godswill.",,95,tt7707314,5.7,1444.0
s4218,Movie,Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones",United Kingdom,1/2/2019,1975,PG,92 min,"Action & Adventure, Classic Movies, Comedies",1,tm127384,MOVIE,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",PG,91,tt0071853,8.199999999999998,530877.0
s4222,Movie,Merku Thodarchi Malai,Lenin Bharathi,India,1/1/2019,2018,TV-MA,115 min,"Dramas, Independent Movies, International Movies",2909,tm244310,MOVIE,"Living on the borders of Kerala and Tamil Nadu, Rangasamy, a laborer just like his fellow sons of soils toils, hard-working at the spice plantations owned by landlords. He lives a happy life and wishes to own a piece of land and earn a living through farming. After years of struggle, his dream finally comes true when Chaako, a local politician helps him buy the land, however, he soon faces tougher challenges as he has to deal with corrupt and wealthy politicians.",,122,tt7794052,8.6,1810.0
s4223,Movie,Moshe Kasher: Live in Oakland,Jay Chapman,United States,1/1/2019,2012,TV-MA,61 min,Stand-Up Comedy,853,tm51412,MOVIE,"Oakland-bred comic and best-selling author Moshe Kasher comes back to the Bay Area in this standup special. Back on his home turf, Kasher finds comedy in these uproarious stories about the people he's met -- and how they see him. Recorded live at the New Parish nightclub in January 2012.",,60,tt2229301,6.7,330.0
s4226,Movie,Taramani,Ram,India,1/1/2019,2017,TV-MA,148 min,"Dramas, Independent Movies, International Movies",2507,tm138667,MOVIE,"An orthodox youngster and a free-spirited lady fall in love, only to understand that they are different in all aspects of life. How do they realise their complex requirements and mistakes?",,150,tt4328934,7.5,1605.0
s4229,Movie,Whitney Cummings: Money Shot,John Fortenberry,United States,1/1/2019,2010,TV-MA,48 min,Stand-Up Comedy,472,tm99776,MOVIE,"Taped at Washington D.C.â€™s Sidney Harmon Hall, â€œWhitney Cummings: Money Shotâ€ features Cummings commenting on male strippers, fake boobs and getting spanked in the bedroom, among other things, in this hilarious performance. Itâ€™s not every day a funny lady reveals the best way to punish a boyfriend, what itâ€™s really like to date a vampire, the similarities between The Food Network and porn and the â€œemotional ninjaâ€ tactics all women have at their disposal!",,48,tt1659261,6.2,907.0
s4233,Movie,Bill Hicks: Revelations,Chris Bould,United Kingdom,12/31/2018,1993,TV-MA,56 min,Stand-Up Comedy,170,tm188970,MOVIE,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.",,74,tt0152183,8.5,3085.0
s4238,Movie,Sam Kinison: Breaking the Rules,Walter C. Miller,United States,12/31/2018,1987,TV-MA,50 min,Stand-Up Comedy,66,tm21953,MOVIE,"This is a great performance. Through yelling and energetic story-telling, he talks about marriage, drugs, being arrested (thanks to his ex-wife), pleasing women, religion, and much, much more.",R,50,tt0307403,7.2,651.0
s4240,Movie,Sam Kinison: Live in Vegas,Walter C. Miller,United States,12/31/2018,1991,TV-MA,71 min,Stand-Up Comedy,209,tm21911,MOVIE,"Comedy / Music/Musical - In the town that knows no limits, Kinison gives a completely raw and uncensored performance at the very height of his career. Filled with scorching comedy, hot women and sizzling rock 'n roll, this rarely seen live show encapsulates the energy, verve and relentless brand of comedy that was unique to Kinison.",,72,tt0249934,6.6,272.0
s4245,Movie,Tim Allen: Men Are Pigs,Ellen Brown,United States,12/31/2018,1990,TV-MA,30 min,Stand-Up Comedy,67,tm152839,MOVIE,"Comedian Tim Allen shares his enthusiasm for power tools, automobiles, grunting, and the myriad obsessions of the American male in this special for the Showtime premium cable network, which was aired a few years before he rose to stardom with the television sitcom Home Improvement.",,30,tt0259057,6.0,353.0
s4228,TV Show,Tidying Up with Marie Kondo,Not Given,United States,1/1/2019,2019,TV-PG,1 Season,Reality TV,3272,ts86726,SHOW,"In a series of inspiring home makeovers, world-renowned tidying expert Marie Kondo helps clients clear out the clutter -- and choose joy.",TV-PG,34,tt8115560,6.6,3529.0
s4260,Movie,When Angels Sleep,Gonzalo Bendala,Spain,12/28/2018,2018,TV-MA,96 min,"Dramas, International Movies, Thrillers",2356,tm428073,MOVIE,"GermÃ¡n, an honest family man, sees how his whole world wobbles the night when, driving home, accidentally runs over two teenage girls. From that moment, GermÃ¡n will have to do everything in his power to prevent his life from being destroyed forever.",,94,tt3732280,5.5,3619.0
s4263,TV Show,Watership Down,Noam Murro,United Kingdom,12/23/2018,2018,TV-PG,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure",1791,ts52821,SHOW,"Fleeing their doomed warren, a group of rabbits struggle to find and defend a new home.",TV-PG,50,tt5670764,7.2,6043.0
s4268,Movie,Bad Seeds,Kheiron,France,12/21/2018,2018,TV-MA,105 min,"Comedies, Dramas, International Movies",2384,tm367473,MOVIE,"Wael, a former street child, makes a living from small scams with his adoptive mother and partner-in-crime Monique. When this unconventional duo swindles the wrong guy, Victor, an old acquaintance of Monique now in charge of a support organization for troubled teens, they have no choice but to become his interim secretary and educator in order to redeem themselves.",,100,tt6708116,7.3,5407.0
s4269,Movie,Bird Box,Susanne Bier,United States,12/21/2018,2018,R,124 min,"Dramas, Sci-Fi & Fantasy, Thrillers",1822,tm374132,MOVIE,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",R,124,tt2737304,6.6,325194.0
s4276,Movie,Struggle: The Life and Lost Art of Szukalski,Irek Dobrowolski,Poland,12/21/2018,2018,TV-MA,105 min,Documentaries,2228,tm445899,MOVIE,"The remarkable life story of the pre-war Polish artist Stanislav Szukalski, documented by the American friends he made late in life.",,104,tt9316022,7.9,4082.0
s4282,Movie,Lang Tong,Sam Loh,Singapore,12/20/2018,2015,TV-MA,82 min,"International Movies, Thrillers",1618,tm451222,MOVIE,"Zach (William Lawandi), a remorseless serial womaniser and con man, meets his match in Li Ling (Vivienne Tseng), an alluring and well-to-do woman who makes a wicked bowl of pork rib soup. Things take an unexpected turn when Zach meets Li Ling's younger sister, the drop-dead gorgeous Li Er (Angeline Yap). Soon enough, Zach turns his lecherous attentions towards Li Er, and they begin an affair behind Li Ling's back. Li Er convinces Zach to help her execute a heinous plot to murder her older sister, whom she blames for causing her mother's death. However, things are not as simple as they seem.",,83,tt6423578,4.8,307.0
s4286,Movie,Lilli,Prasobh Vijayan,India,12/17/2018,2018,TV-MA,85 min,"Dramas, Independent Movies, International Movies",2941,tm420789,MOVIE,"Abducted and confined in a room by a gang of sadistic men, a pregnant woman tries to escape, against insurmountable odds.",PG,91,tt8273258,5.7,278.0
s4288,Movie,Andhadhun,Sriram Raghavan,India,12/16/2018,2018,TV-14,137 min,"Comedies, Dramas, International Movies",2032,tm423373,MOVIE,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,R,139,tt8303792,8.199999999999998,88359.0
s4296,Movie,F.R.E.D.I.,Sean Olson,United States,12/15/2018,2018,TV-PG,90 min,"Children & Family Movies, Sci-Fi & Fantasy",2565,tm359030,MOVIE,"An intelligent, lovable robot known as ""F.R.E.D.I."" is stolen from a secret research facility by the project's lead scientist. The robot is found by a 15 year old teenager, James. Soon the two begin to communicate and create a bond in which F.R.E.D.I. learns about teenage life and James learns about some new values.",,89,tt6146590,4.9,1010.0
s4303,Movie,Sad Hill Unearthed,Guillermo de Oliveira,Spain,12/15/2018,2017,TV-14,83 min,"Documentaries, International Movies",2152,tm438502,MOVIE,"Film fans work to restore the set of the climatic graveyard scene from the iconic spaghetti western â€œThe Good, the Bad and the Ugly,â€ directed by Sergio Leone in 1966.",,86,tt6997426,7.4,1593.0
s4304,Movie,Vanjagar Ulagam,Manoj Beedha,India,12/15/2018,2018,TV-MA,145 min,"Dramas, International Movies, Thrillers",2854,tm374395,MOVIE,"A woman is murdered and her neighbour is picked up as a suspect. Meanwhile, a journalist believes he can use this murder to lure an elusive gangster, with help from the guyâ€™s former accomplice.",PG-13,161,tt7933564,6.0,258.0
s4323,Movie,ReMastered: Who Killed Jam Master Jay?,Brian Oakes,United States,12/7/2018,2018,TV-MA,59 min,"Documentaries, Music & Musicals",2601,tm447328,MOVIE,Run-D.M.C. DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.,,58,tt9399094,6.5,768.0
s4315,Movie,Vir Das: Losing It,Marcus Raboy,United States,12/11/2018,2018,TV-MA,68 min,Stand-Up Comedy,2978,tm447514,MOVIE,"The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special.",PG-13,67,tt9315848,7.0,1238.0
s4316,Movie,5 Star Christmas,Marco Risi,Italy,12/7/2018,2018,TV-14,96 min,"Comedies, International Movies",2794,tm444821,MOVIE,"When the Italian Premier and his companion find a dead body in his hotel suite, while on a trip to Hungary, they find themselves embroiled in a series of comedic situations as they try to avoid a scandal.",,92,tt8775056,4.5,767.0
s4319,Movie,Free Rein: The Twelve Neighs of Christmas,Marek Losey,Not Given,12/7/2018,2018,TV-G,58 min,"Children & Family Movies, Dramas",2878,tm447261,MOVIE,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia.",,58,tt9315418,6.7,5633.0
s4318,Movie,Dumplin',Anne Fletcher,United States,12/7/2018,2018,PG-13,110 min,"Comedies, Dramas, Independent Movies",1914,tm417496,MOVIE,"To prove a point about measuring up and fitting in, Texas teen Willowdean â€œDumplinâ€™â€ Dickson enters a local pageant run by her ex-beauty queen mom.",PG-13,110,tt4878482,6.5,33206.0
s4320,Movie,Mowgli: Legend of the Jungle,Andy Serkis,United Kingdom,12/7/2018,2018,PG-13,105 min,"Action & Adventure, Children & Family Movies, Dramas",1966,tm244148,MOVIE,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",PG-13,105,tt2388771,6.5,60870.0
s4322,TV Show,Pine Gap,Mat King,Australia,12/7/2018,2018,TV-MA,1 Season,"International TV Shows, TV Dramas",1835,ts84010,SHOW,A team of talented Australian and American intelligence analysts work together to ensure global stability in one of the world's most important and secretive joint intelligence facilities... Pine Gap. But the relationship between the Australian and American intelligence analysts working at Pine Gap isnâ€™t always rosy.,TV-MA,56,tt7371868,7.2,4772.0
s4325,Movie,The American Meme,Bert Marcus,United States,12/7/2018,2018,TV-MA,98 min,Documentaries,2446,tm411358,MOVIE,"Paris Hilton, the Fat Jew, and Brittany Furlan have all used social media to achieve massive internet fame. But, American Meme explores, is it worth it?",,95,tt8106558,6.8,17034.0
s4329,Movie,Teefa in Trouble,Ahsan Rahim,Pakistan,12/2/2018,2018,TV-14,155 min,"Action & Adventure, Comedies, International Movies",2863,tm408781,MOVIE,Teefa goes to Poland to get Anya to Pakistan to marry Butt gangster's son but lands up in trouble with Anya's gangster father and the Polish police.,PG-13,155,tt8043306,7.3,3569.0
s4330,Movie,A Beautiful Life,Andrew Lau Wai-Keung,China,12/1/2018,2011,TV-14,122 min,"Dramas, International Movies, Romantic Movies",797,tm160021,MOVIE,"Fang Zhen Dong (Liu Ye) is a patrolling officer in Beijing who one night meets the drunk Li Pei Ru (Shu Qi) while singing karaoke at the KTV place. Li Pei Ru is a real estate agent from Hong Kong who has vowed to make her fortune in the cosmoplitan Beijing, but is caught up in the complexities of life and ends up becoming a mistress of a married man.",,122,tt1935067,6.7,927.0
s4331,Movie,Accident,Cheang Pou Soi,Hong Kong,12/1/2018,2009,TV-MA,87 min,"International Movies, Thrillers",452,tm150521,MOVIE,"A self-styled accident choreographer, the Brain is a professional hitman who kills his victims by trapping them in well crafted accidents that look like unfortunate mishaps. When the team's next assignment goes disastrously wrong, Brain begins to suspect that someone else has planned an â€˜accidentâ€™ on them.",R,89,tt1202514,6.6,3284.0
s4333,Movie,Battle,Katarina Launing,Norway,12/1/2018,2018,TV-MA,98 min,"Dramas, International Movies, Romantic Movies",2312,tm406098,MOVIE,"Amalie is the girl who has everything, good looks, money, a boyfriend and a big talent of dancing. One day, her world falls apart and she moves from everything she knows. Then enter Mikael. He is dancing in the streets and Amalie joins him in dancing on the streets, dancing Battles.",R,95,tt6854672,5.9,4139.0
s4334,Movie,Blind Detective,Johnnie To,Hong Kong,12/1/2018,2013,TV-MA,130 min,"Action & Adventure, Comedies, International Movies",1003,tm165504,MOVIE,"A blind detective, former cop, teams up with a policewoman who admires him to solve the disappearance of a girl friend of hers, years ago. Besides, he helps her to improve her skills as an investigator.",,130,tt2332707,6.4,3255.0
s4337,Movie,Crossroads: One Two Jaga,Nam Ron,Malaysia,12/1/2018,2018,TV-14,81 min,"Dramas, International Movies",2750,tm415245,MOVIE,"In the outskirts and back-alleys of Kuala Lumpur, several individuals with money problems struggle to get their lives straight, find their paths unexpectedly intersecting - with fatal results.",,80,tt6603812,6.6,634.0
s4338,Movie,Don't Go Breaking My Heart,Johnnie To,Hong Kong,12/1/2018,2011,TV-PG,115 min,"Comedies, International Movies, Romantic Movies",764,tm176128,MOVIE,"An original twist on an eternal triangle, where secret crush and unrequited love take on altogether newfangled meanings of their own.",,115,tt1776143,6.5,1756.0
s4344,Movie,Look for a Star,Andrew Lau Wai-Keung,Hong Kong,12/1/2018,2009,TV-14,117 min,"Comedies, International Movies, Romantic Movies",612,tm140653,MOVIE,"Wealthy construction mogul Sam Ching (Andy Lau) and cabaret dancer Milan Sit (Qi Shu) fall madly in love with one another despite the class differences that would keep many couples apart. However, what Sit doesn't know is that Ching is the man responsible for razing a building representing cherished memories from her childhood. Can they live happily ever after if this secret gets out?",,117,tt1312156,5.6,708.0
